,Date,Venue,Result,GF_x,GA_x,Opp,xG_x,xGA_x,Poss_x,Club,Poss_y,Position_x,Pl_x,Pts_x,Form_x,Position_y,Pl_y,Pts_y,Form_y,spi_x,off_x,def_x,Season,spi_y,off_y,def_y
571,2018-03-03,Home,W,1.0,0.0,WBA,1.3,1.1,53.0,WAT,47.0,10.0,28.0,33.0,30.0,20.0,28.0,20.0,20.0,60.5,1.7,1.1,2017,52.4,1.3,1.0
595,2018-03-11,Away,L,0.0,3.0,ARS,1.4,2.2,41.0,WAT,59.0,9.0,29.0,36.0,33.0,6.0,29.0,45.0,45.0,60.1,1.7,1.1,2017,79.7,2.6,0.9
605,2018-03-17,Away,L,0.0,5.0,LIV,0.4,2.3,42.0,WAT,58.0,10.0,30.0,36.0,36.0,4.0,30.0,60.0,60.0,58.8,1.7,1.1,2017,88.8,3.0,0.5
623,2018-03-31,Home,D,2.0,2.0,BOU,0.7,1.7,50.0,WAT,50.0,11.0,31.0,36.0,36.0,10.0,31.0,36.0,33.0,58.0,1.7,1.1,2017,56.6,1.8,1.3
637,2018-04-07,Home,L,1.0,2.0,BUR,1.2,1.0,60.0,WAT,40.0,11.0,32.0,37.0,36.0,7.0,31.0,46.0,43.0,58.0,1.7,1.1,2017,62.3,1.5,0.8
651,2018-04-14,Away,L,0.0,1.0,HUD,0.2,0.8,51.0,WAT,49.0,12.0,33.0,37.0,37.0,16.0,33.0,32.0,31.0,57.5,1.7,1.1,2017,47.4,1.2,1.1
679,2018-04-21,Home,D,0.0,0.0,CRY,0.6,0.3,52.0,WAT,48.0,12.0,34.0,37.0,37.0,16.0,34.0,34.0,31.0,56.6,1.6,1.1,2017,62.6,1.8,1.1
706,2018-04-30,Away,L,0.0,2.0,TOT,1.3,1.4,39.0,WAT,61.0,12.0,35.0,38.0,37.0,4.0,34.0,68.0,68.0,57.0,1.6,1.1,2017,85.1,2.6,0.6
714,2018-05-05,Home,W,2.0,1.0,NEW,2.5,0.7,39.0,WAT,61.0,13.0,36.0,38.0,38.0,10.0,35.0,41.0,41.0,57.0,1.6,1.1,2017,58.9,1.5,1.0
753,2018-05-13,Away,L,0.0,1.0,MUN,0.6,0.4,48.0,WAT,52.0,13.0,37.0,41.0,38.0,2.0,37.0,78.0,77.0,58.7,1.6,1.0,2017,77.6,2.1,0.6
764,2018-08-11,Home,W,2.0,0.0,BHA,1.2,0.3,53.0,WAT,47.0,,,,,,,,,67.3,1.8,0.8,2018,61.9,1.6,0.9
793,2018-08-19,Away,W,3.0,1.0,BUR,1.5,0.6,42.0,WAT,58.0,6.0,1.0,3.0,,11.0,1.0,1.0,,69.0,1.8,0.8,2018,63.9,1.6,0.9
814,2018-08-26,Home,W,2.0,1.0,CRY,1.2,1.0,43.0,WAT,57.0,4.0,2.0,6.0,3.0,10.0,2.0,3.0,3.0,69.2,1.8,0.8,2018,69.8,1.9,0.8
839,2018-09-02,Home,W,2.0,1.0,TOT,0.4,0.6,34.0,WAT,66.0,4.0,3.0,9.0,6.0,2.0,3.0,9.0,6.0,69.8,1.8,0.8,2018,85.5,2.5,0.5
843,2018-09-15,Home,L,1.0,2.0,MUN,1.3,1.9,43.0,WAT,57.0,3.0,4.0,12.0,9.0,10.0,4.0,6.0,3.0,69.6,1.8,0.8,2018,82.0,2.3,0.6
862,2018-09-22,Away,D,1.0,1.0,FUL,1.4,1.7,40.0,WAT,60.0,4.0,5.0,12.0,12.0,15.0,5.0,4.0,4.0,69.4,1.8,0.8,2018,62.1,1.8,1.1
889,2018-09-29,Away,L,0.0,2.0,ARS,2.8,1.4,37.0,WAT,63.0,4.0,6.0,13.0,12.0,6.0,6.0,12.0,9.0,70.0,1.9,0.8,2018,80.5,2.5,0.8
904,2018-10-06,Home,L,0.0,4.0,BOU,1.0,3.2,48.0,WAT,52.0,6.0,7.0,13.0,13.0,7.0,7.0,13.0,10.0,67.2,1.8,0.9,2018,67.3,2.0,1.0
934,2018-10-20,Away,W,2.0,0.0,WOL,1.1,0.7,55.0,WAT,45.0,9.0,8.0,13.0,13.0,7.0,8.0,15.0,12.0,68.4,1.8,0.8,2018,67.1,1.7,0.8
941,2018-10-27,Home,W,3.0,0.0,HUD,2.0,0.5,48.0,WAT,52.0,7.0,9.0,16.0,13.0,19.0,9.0,3.0,3.0,69.1,1.9,0.8,2018,59.0,1.4,0.9
967,2018-11-03,Away,L,0.0,1.0,NEW,2.0,0.5,58.0,WAT,42.0,7.0,10.0,19.0,16.0,19.0,10.0,3.0,2.0,69.9,1.9,0.8,2018,64.7,1.6,0.8
991,2018-11-10,Away,D,1.0,1.0,SOU,1.2,1.1,58.0,WAT,42.0,8.0,11.0,19.0,19.0,16.0,11.0,7.0,7.0,70.1,1.9,0.8,2018,66.1,1.8,0.9
1013,2018-11-24,Home,L,0.0,3.0,LIV,0.4,1.2,37.0,WAT,63.0,7.0,12.0,20.0,19.0,2.0,12.0,30.0,27.0,69.4,1.8,0.8,2018,91.0,2.7,0.3
1030,2018-12-01,Away,L,0.0,2.0,LEI,1.2,1.3,62.0,WAT,38.0,9.0,13.0,20.0,20.0,10.0,13.0,18.0,17.0,69.4,1.8,0.8,2018,71.6,1.9,0.7
1041,2018-12-04,Home,L,1.0,2.0,MCI,1.8,2.5,30.0,WAT,70.0,10.0,14.0,20.0,20.0,1.0,14.0,38.0,35.0,70.5,1.9,0.8,2018,94.1,3.1,0.3
1079,2018-12-10,Away,D,2.0,2.0,EVE,1.7,1.7,44.0,WAT,56.0,11.0,15.0,20.0,20.0,6.0,15.0,23.0,22.0,70.4,1.9,0.8,2018,70.9,1.9,0.8
1086,2018-12-15,Home,W,3.0,2.0,CAR,1.4,0.9,71.0,WAT,29.0,12.0,16.0,21.0,20.0,14.0,16.0,14.0,11.0,70.7,1.9,0.8,2018,59.3,1.6,1.1
1107,2018-12-22,Away,W,2.0,0.0,WHU,2.3,2.0,48.0,WAT,52.0,10.0,17.0,24.0,21.0,9.0,17.0,24.0,21.0,71.5,2.0,0.8,2018,68.2,1.9,0.9
1132,2018-12-26,Home,L,1.0,2.0,CHE,1.2,1.9,35.0,WAT,65.0,7.0,18.0,27.0,24.0,4.0,18.0,37.0,37.0,71.5,2.0,0.8,2018,85.6,2.4,0.4
1149,2018-12-29,Home,D,1.0,1.0,NEW,1.3,0.7,63.0,WAT,37.0,10.0,19.0,27.0,27.0,15.0,19.0,17.0,17.0,71.5,2.0,0.8,2018,62.9,1.6,0.9
1171,2019-01-02,Away,D,3.0,3.0,BOU,0.9,2.2,43.0,WAT,57.0,9.0,20.0,28.0,27.0,12.0,20.0,26.0,26.0,70.0,2.0,0.9,2018,64.6,1.9,1.1
1190,2019-01-12,Away,W,2.0,1.0,CRY,1.6,1.3,45.0,WAT,55.0,8.0,21.0,29.0,28.0,14.0,21.0,22.0,19.0,70.7,2.0,0.9,2018,70.3,1.8,0.7
1202,2019-01-19,Home,D,0.0,0.0,BUR,1.3,1.8,54.0,WAT,46.0,7.0,22.0,32.0,29.0,15.0,22.0,21.0,18.0,69.8,2.0,0.9,2018,61.5,1.7,1.0
1239,2019-01-30,Away,L,1.0,2.0,TOT,0.5,1.7,32.0,WAT,68.0,7.0,23.0,33.0,32.0,3.0,23.0,51.0,48.0,69.9,2.0,0.9,2018,85.3,2.5,0.5
1253,2019-02-02,Away,D,0.0,0.0,BHA,0.3,1.6,45.0,WAT,55.0,9.0,24.0,33.0,33.0,13.0,24.0,26.0,26.0,69.9,2.0,0.9,2018,61.2,1.7,1.0
1265,2019-02-09,Home,W,1.0,0.0,EVE,1.3,0.7,44.0,WAT,56.0,8.0,25.0,34.0,33.0,9.0,26.0,33.0,33.0,69.0,1.9,0.9,2018,69.4,1.9,0.8
1284,2019-02-22,Away,W,5.0,1.0,CAR,2.1,2.0,63.0,WAT,37.0,8.0,26.0,37.0,34.0,17.0,26.0,25.0,22.0,69.4,1.9,0.9,2018,58.9,1.6,1.0
1317,2019-02-27,Away,L,0.0,5.0,LIV,0.3,1.9,38.0,WAT,62.0,7.0,27.0,40.0,37.0,1.0,27.0,66.0,65.0,69.4,2.0,0.9,2018,92.8,2.8,0.2
1336,2019-03-03,Home,W,2.0,1.0,LEI,0.8,0.9,39.0,WAT,61.0,8.0,28.0,40.0,40.0,11.0,28.0,35.0,32.0,69.6,2.0,0.9,2018,71.7,1.9,0.8
1348,2019-03-09,Away,L,1.0,3.0,MCI,0.2,3.4,29.0,WAT,71.0,8.0,29.0,43.0,40.0,1.0,29.0,71.0,68.0,69.6,2.0,0.9,2018,94.2,3.1,0.2
1375,2019-03-30,Away,L,1.0,2.0,MUN,1.5,1.6,48.0,WAT,52.0,8.0,30.0,43.0,43.0,5.0,30.0,58.0,58.0,69.7,2.0,0.9,2018,79.8,2.4,0.7
1388,2019-04-02,Home,W,4.0,1.0,FUL,1.2,1.6,47.0,WAT,53.0,8.0,32.0,46.0,43.0,19.0,33.0,17.0,17.0,69.7,2.0,0.9,2018,56.7,1.7,1.2
1429,2019-04-15,Home,L,0.0,1.0,ARS,1.0,2.3,35.0,WAT,65.0,10.0,32.0,46.0,46.0,5.0,32.0,63.0,63.0,68.7,2.0,0.9,2018,82.3,2.4,0.6
1442,2019-04-20,Away,W,2.0,1.0,HUD,0.9,1.0,54.0,WAT,46.0,10.0,33.0,46.0,46.0,20.0,34.0,14.0,14.0,68.7,2.0,0.9,2018,51.8,1.4,1.1
1455,2019-04-23,Home,D,1.0,1.0,SOU,1.3,2.0,62.0,WAT,38.0,8.0,35.0,50.0,46.0,16.0,35.0,37.0,36.0,68.8,2.0,0.9,2018,68.0,1.9,0.9
1466,2019-04-27,Home,L,1.0,2.0,WOL,0.8,2.0,56.0,WAT,44.0,8.0,35.0,50.0,50.0,7.0,35.0,51.0,51.0,68.8,2.0,0.9,2018,70.5,1.8,0.7
1495,2019-05-05,Away,L,0.0,3.0,CHE,1.7,2.3,42.0,WAT,58.0,10.0,36.0,50.0,50.0,4.0,36.0,68.0,67.0,67.3,2.0,1.0,2018,85.0,2.4,0.5
1516,2019-05-12,Home,L,1.0,4.0,WHU,2.2,3.1,49.0,WAT,51.0,10.0,37.0,50.0,50.0,11.0,37.0,49.0,46.0,65.5,2.0,1.1,2018,66.6,1.9,1.0
1530,2019-08-10,Home,L,0.0,3.0,BHA,0.7,0.8,49.0,WAT,51.0,,,,,,,,,70.8,2.0,0.8,2019,69.1,1.8,0.8
1545,2019-08-17,Away,L,0.0,1.0,EVE,1.2,0.7,56.0,WAT,44.0,18.0,1.0,0.0,,11.0,1.0,1.0,,70.8,2.0,0.8,2019,73.5,1.9,0.7
1566,2019-08-24,Home,L,1.0,3.0,WHU,2.3,3.5,55.0,WAT,45.0,20.0,2.0,0.0,0.0,16.0,2.0,1.0,0.0,66.0,1.9,1.0,2019,68.6,2.0,0.9
1585,2019-08-31,Away,D,1.0,1.0,NEW,1.0,1.0,51.0,WAT,49.0,20.0,3.0,0.0,0.0,19.0,3.0,3.0,0.0,66.6,1.9,1.0,2019,69.1,1.8,0.8
1615,2019-09-15,Home,D,2.0,2.0,ARS,2.7,0.8,52.0,WAT,48.0,20.0,4.0,1.0,0.0,5.0,4.0,7.0,6.0,68.3,2.0,1.0,2019,78.3,2.4,0.8
1628,2019-09-21,Away,L,0.0,8.0,MCI,0.4,5.9,32.0,WAT,68.0,20.0,5.0,2.0,1.0,2.0,5.0,10.0,10.0,65.6,2.0,1.1,2019,95.5,3.3,0.2
1649,2019-09-28,Away,L,0.0,2.0,WOL,1.4,1.4,61.0,WAT,39.0,20.0,6.0,2.0,2.0,19.0,6.0,4.0,3.0,65.9,2.0,1.0,2019,71.9,1.9,0.7
1663,2019-10-05,Home,D,0.0,0.0,SHU,1.4,0.4,40.0,WAT,60.0,20.0,7.0,2.0,2.0,12.0,7.0,8.0,8.0,66.2,1.9,1.0,2019,66.0,1.6,0.8
1689,2019-10-19,Away,D,1.0,1.0,TOT,0.7,1.0,31.0,WAT,69.0,20.0,8.0,3.0,2.0,9.0,8.0,11.0,11.0,66.9,1.9,1.0,2019,81.4,2.4,0.6
1705,2019-10-26,Home,D,0.0,0.0,BOU,0.8,1.0,41.0,WAT,59.0,20.0,9.0,4.0,3.0,10.0,9.0,12.0,11.0,66.9,1.9,0.9,2019,69.7,2.0,0.9
1732,2019-11-02,Home,L,1.0,2.0,CHE,1.3,2.1,33.0,WAT,67.0,20.0,10.0,5.0,4.0,4.0,10.0,20.0,17.0,66.9,1.9,0.9,2019,86.5,2.6,0.5
1741,2019-11-08,Away,W,2.0,0.0,NOR,1.3,0.7,34.0,WAT,66.0,20.0,11.0,5.0,5.0,19.0,11.0,7.0,7.0,66.9,1.9,0.9,2019,58.0,1.7,1.2
1766,2019-11-23,Home,L,0.0,3.0,BUR,1.0,1.9,62.0,WAT,38.0,18.0,12.0,8.0,5.0,10.0,12.0,15.0,12.0,66.4,1.8,0.9,2019,71.3,1.9,0.8
1782,2019-11-30,Away,L,1.0,2.0,SOU,0.6,2.1,37.0,WAT,63.0,20.0,13.0,8.0,8.0,19.0,13.0,9.0,8.0,66.4,1.8,0.9,2019,65.3,1.9,1.0
1806,2019-12-04,Away,L,0.0,2.0,LEI,0.2,2.4,38.0,WAT,62.0,20.0,14.0,8.0,8.0,2.0,14.0,32.0,29.0,65.5,1.8,0.9,2019,84.1,2.3,0.4
1828,2019-12-07,Home,D,0.0,0.0,CRY,1.4,0.2,51.0,WAT,49.0,20.0,15.0,8.0,8.0,7.0,15.0,21.0,18.0,65.5,1.8,0.9,2019,70.6,1.8,0.7
1849,2019-12-14,Away,L,0.0,2.0,LIV,1.0,1.4,32.0,WAT,68.0,20.0,16.0,9.0,8.0,1.0,16.0,46.0,43.0,67.6,1.8,0.8,2019,92.6,2.9,0.3
1875,2019-12-22,Home,W,2.0,0.0,MUN,1.5,1.8,37.0,WAT,63.0,20.0,17.0,9.0,9.0,6.0,17.0,25.0,24.0,68.7,1.8,0.8,2019,80.4,2.2,0.6
1883,2019-12-26,Away,D,1.0,1.0,SHU,0.6,2.4,42.0,WAT,58.0,20.0,18.0,12.0,9.0,5.0,18.0,28.0,25.0,68.7,1.8,0.8,2019,71.4,1.8,0.7
1905,2019-12-28,Home,W,3.0,0.0,AVL,2.8,0.6,49.0,WAT,51.0,19.0,19.0,13.0,12.0,18.0,19.0,18.0,15.0,70.4,1.9,0.8,2019,61.6,1.9,1.2
1935,2020-01-01,Home,W,2.0,1.0,WOL,1.1,1.2,37.0,WAT,63.0,19.0,20.0,16.0,13.0,7.0,20.0,30.0,30.0,70.4,1.9,0.8,2019,78.1,2.0,0.6
1956,2020-01-12,Away,W,3.0,0.0,BOU,2.0,0.4,43.0,WAT,57.0,19.0,21.0,19.0,16.0,18.0,21.0,20.0,20.0,72.5,1.9,0.7,2019,63.5,1.7,1.0
1972,2020-01-18,Home,D,0.0,0.0,TOT,2.5,1.9,42.0,WAT,58.0,17.0,22.0,22.0,19.0,8.0,22.0,30.0,30.0,72.4,1.9,0.7,2019,80.1,2.3,0.7
1982,2020-01-21,Away,L,1.0,2.0,AVL,1.8,1.3,36.0,WAT,64.0,17.0,23.0,23.0,22.0,18.0,23.0,22.0,21.0,72.4,1.9,0.7,2019,62.0,1.9,1.1
2007,2020-02-01,Home,L,2.0,3.0,EVE,0.9,2.2,45.0,WAT,55.0,19.0,24.0,23.0,23.0,12.0,24.0,30.0,29.0,71.1,1.9,0.8,2019,78.9,2.1,0.6
2022,2020-02-08,Away,D,1.0,1.0,BHA,0.2,0.8,34.0,WAT,66.0,19.0,25.0,23.0,23.0,15.0,25.0,26.0,25.0,71.1,1.9,0.8,2019,71.0,1.9,0.8
2056,2020-02-23,Away,L,0.0,3.0,MUN,0.3,2.4,43.0,WAT,57.0,19.0,26.0,24.0,23.0,7.0,26.0,38.0,35.0,70.1,1.9,0.8,2019,82.6,2.2,0.5
2067,2020-02-29,Home,W,3.0,0.0,LIV,2.3,0.3,30.0,WAT,70.0,19.0,27.0,24.0,24.0,1.0,27.0,79.0,76.0,72.9,1.9,0.7,2019,92.7,2.9,0.3
2083,2020-03-07,Away,L,0.0,1.0,CRY,0.6,0.8,56.0,WAT,44.0,17.0,28.0,27.0,24.0,12.0,28.0,36.0,33.0,72.8,1.9,0.7,2019,70.3,1.8,0.7
2109,2020-06-20,Home,D,1.0,1.0,LEI,1.3,1.0,33.0,WAT,67.0,17.0,29.0,27.0,27.0,3.0,29.0,53.0,50.0,72.8,1.9,0.7,2019,81.6,2.2,0.5
2138,2020-06-25,Away,L,0.0,1.0,BUR,0.7,0.9,46.0,WAT,54.0,16.0,30.0,28.0,27.0,11.0,30.0,39.0,39.0,73.2,1.9,0.7,2019,69.8,1.8,0.8
2143,2020-06-28,Home,L,1.0,3.0,SOU,0.5,1.3,48.0,WAT,52.0,16.0,31.0,28.0,28.0,14.0,31.0,37.0,37.0,70.9,1.9,0.8,2019,71.0,1.9,0.8
2161,2020-07-04,Away,L,0.0,3.0,CHE,0.6,2.5,30.0,WAT,70.0,17.0,32.0,28.0,28.0,4.0,32.0,54.0,54.0,70.9,1.9,0.8,2019,85.7,2.5,0.5
2185,2020-07-07,Home,W,2.0,1.0,NOR,1.2,1.2,44.0,WAT,56.0,17.0,33.0,28.0,28.0,20.0,33.0,21.0,21.0,69.9,1.8,0.8,2019,58.9,1.6,1.0
2207,2020-07-11,Home,W,2.0,1.0,NEW,3.4,1.3,49.0,WAT,51.0,17.0,34.0,31.0,28.0,13.0,34.0,43.0,43.0,69.9,1.8,0.8,2019,63.2,1.7,0.9
2238,2020-07-17,Away,L,1.0,3.0,WHU,1.5,0.9,59.0,WAT,41.0,17.0,35.0,34.0,31.0,16.0,35.0,34.0,31.0,70.9,1.9,0.8,2019,70.0,2.0,0.9
2255,2020-07-21,Home,L,0.0,4.0,MCI,0.1,3.3,24.0,WAT,76.0,17.0,36.0,34.0,34.0,2.0,36.0,75.0,72.0,69.7,1.8,0.8,2019,95.4,3.3,0.2
2261,2020-07-26,Away,L,2.0,3.0,ARS,3.7,2.3,50.0,WAT,50.0,18.0,37.0,34.0,34.0,10.0,37.0,53.0,53.0,70.8,2.0,0.8,2019,76.4,2.1,0.7
3052,2021-08-14,Home,W,3.0,2.0,AVL,1.2,1.2,38.0,WAT,62.0,,,,,,,,,61.0,1.6,1.0,2021,71.5,2.0,0.8
3063,2021-08-21,Away,L,0.0,2.0,BHA,0.5,1.3,44.0,WAT,56.0,7.0,1.0,3.0,,8.0,1.0,3.0,,60.5,1.6,1.0,2021,74.8,1.9,0.6
3096,2021-08-29,Away,L,0.0,1.0,TOT,0.8,1.0,43.0,WAT,57.0,11.0,2.0,3.0,3.0,5.0,2.0,6.0,3.0,60.9,1.6,1.0,2021,78.7,2.2,0.7
3115,2021-09-11,Home,L,0.0,2.0,WOL,0.2,2.2,45.0,WAT,55.0,12.0,3.0,3.0,3.0,18.0,3.0,0.0,0.0,59.0,1.6,1.0,2021,74.0,1.8,0.6
3132,2021-09-18,Away,W,3.0,1.0,NOR,2.4,1.0,51.0,WAT,49.0,15.0,4.0,3.0,3.0,20.0,4.0,0.0,0.0,60.2,1.6,1.0,2021,57.6,1.6,1.1
3151,2021-09-25,Home,D,1.0,1.0,NEW,0.9,1.9,53.0,WAT,47.0,11.0,5.0,6.0,3.0,18.0,5.0,2.0,1.0,59.7,1.6,1.0,2021,62.8,1.8,1.1
3171,2021-10-02,Away,L,0.0,1.0,LEE,0.2,1.3,34.0,WAT,66.0,12.0,6.0,7.0,6.0,18.0,6.0,3.0,3.0,59.7,1.6,1.0,2021,69.1,1.9,0.9
3188,2021-10-16,Home,L,0.0,5.0,LIV,0.5,3.3,25.0,WAT,75.0,15.0,7.0,7.0,7.0,2.0,7.0,15.0,14.0,58.0,1.5,1.0,2021,90.6,3.0,0.5
3213,2021-10-23,Away,W,5.0,2.0,EVE,3.7,1.5,51.0,WAT,49.0,16.0,8.0,7.0,7.0,8.0,8.0,14.0,14.0,60.3,1.7,1.0,2021,70.0,1.9,0.9
3232,2021-10-30,Home,L,0.0,1.0,SOU,1.0,1.8,40.0,WAT,60.0,14.0,9.0,10.0,7.0,16.0,9.0,8.0,7.0,59.5,1.6,1.0,2021,69.7,1.8,0.8
3253,2021-11-07,Away,L,0.0,1.0,ARS,0.5,1.6,40.0,WAT,60.0,16.0,10.0,10.0,10.0,6.0,10.0,17.0,14.0,59.6,1.6,1.0,2021,77.7,2.0,0.6
3265,2021-11-20,Home,W,4.0,1.0,MUN,2.7,1.4,39.0,WAT,61.0,17.0,11.0,10.0,10.0,6.0,11.0,17.0,17.0,62.0,1.7,1.0,2021,79.2,2.3,0.7
3291,2021-11-28,Away,L,2.0,4.0,LEI,2.8,2.1,44.0,WAT,56.0,16.0,12.0,13.0,10.0,12.0,12.0,15.0,15.0,63.4,1.8,1.0,2021,71.0,2.1,0.9
3307,2021-12-01,Home,L,1.0,2.0,CHE,1.0,0.9,51.0,WAT,49.0,16.0,13.0,13.0,13.0,1.0,13.0,30.0,29.0,63.4,1.8,1.0,2021,90.5,2.5,0.2
3326,2021-12-04,Home,L,1.0,3.0,MCI,0.8,3.1,23.0,WAT,77.0,17.0,14.0,13.0,13.0,2.0,14.0,32.0,29.0,63.4,1.8,1.0,2021,93.3,2.9,0.2
3338,2021-12-10,Away,L,1.0,2.0,BRE,0.5,1.6,37.0,WAT,63.0,17.0,15.0,13.0,13.0,13.0,15.0,17.0,16.0,62.9,1.8,1.0,2021,67.1,1.8,0.9
3396,2021-12-28,Home,L,1.0,4.0,WHU,1.6,3.6,43.0,WAT,57.0,17.0,16.0,13.0,13.0,6.0,18.0,28.0,28.0,61.0,1.8,1.1,2021,76.2,2.1,0.7
3408,2022-01-01,Home,L,0.0,1.0,TOT,0.3,2.2,26.0,WAT,74.0,17.0,17.0,13.0,13.0,7.0,17.0,30.0,29.0,59.6,1.7,1.1,2021,79.7,2.2,0.6
3436,2022-01-15,Away,D,1.0,1.0,NEW,1.4,1.2,48.0,WAT,52.0,17.0,18.0,13.0,13.0,19.0,19.0,11.0,10.0,59.6,1.7,1.1,2021,59.0,1.7,1.1
3449,2022-01-21,Home,L,0.0,3.0,NOR,1.2,1.1,67.0,WAT,33.0,17.0,19.0,14.0,13.0,18.0,21.0,13.0,10.0,60.0,1.7,1.1,2021,54.7,1.5,1.1
3469,2022-02-05,Away,D,0.0,0.0,BUR,0.8,0.6,47.0,WAT,53.0,17.0,19.0,14.0,14.0,20.0,19.0,13.0,11.0,60.1,1.6,1.0,2021,63.7,1.7,0.9
3474,2022-02-08,Away,L,0.0,1.0,WHU,0.3,0.8,36.0,WAT,64.0,18.0,21.0,15.0,14.0,5.0,23.0,37.0,37.0,60.1,1.6,1.0,2021,74.5,2.1,0.8
3495,2022-02-12,Home,L,0.0,2.0,BHA,0.5,1.6,36.0,WAT,64.0,19.0,22.0,15.0,15.0,9.0,22.0,30.0,29.0,60.1,1.6,1.0,2021,78.2,1.9,0.5
3522,2022-02-19,Away,W,1.0,0.0,AVL,1.2,1.3,41.0,WAT,59.0,19.0,23.0,15.0,15.0,12.0,23.0,27.0,27.0,59.1,1.6,1.0,2021,72.8,1.9,0.7
3532,2022-02-23,Home,L,1.0,4.0,CRY,1.4,1.1,46.0,WAT,54.0,19.0,25.0,18.0,15.0,11.0,26.0,29.0,26.0,59.7,1.6,1.0,2021,70.9,1.9,0.8
3542,2022-02-26,Away,D,0.0,0.0,MUN,0.6,2.8,33.0,WAT,67.0,19.0,25.0,18.0,18.0,4.0,26.0,46.0,43.0,59.7,1.6,1.0,2021,78.7,2.2,0.7
3568,2022-03-06,Home,L,2.0,3.0,ARS,1.0,1.0,44.0,WAT,56.0,19.0,26.0,19.0,18.0,6.0,24.0,45.0,45.0,60.0,1.7,1.0,2021,81.5,2.2,0.5
3574,2022-03-10,Away,L,0.0,4.0,WOL,0.6,0.7,34.0,WAT,66.0,19.0,28.0,19.0,19.0,8.0,28.0,43.0,40.0,60.0,1.7,1.0,2021,71.6,1.7,0.6
3595,2022-03-13,Away,W,2.0,1.0,SOU,1.7,1.4,37.0,WAT,63.0,19.0,28.0,19.0,19.0,10.0,28.0,35.0,35.0,59.0,1.6,1.1,2021,69.2,1.9,0.9
3628,2022-04-02,Away,L,0.0,2.0,LIV,0.6,2.2,27.0,WAT,73.0,18.0,29.0,22.0,19.0,2.0,29.0,69.0,69.0,59.7,1.6,1.0,2021,93.2,2.9,0.3
3646,2022-04-09,Home,L,0.0,3.0,LEE,1.1,0.7,49.0,WAT,51.0,19.0,30.0,22.0,22.0,16.0,31.0,30.0,29.0,59.7,1.6,1.0,2021,62.4,1.9,1.2
3661,2022-04-16,Home,L,1.0,2.0,BRE,1.7,1.9,50.0,WAT,50.0,19.0,31.0,22.0,22.0,13.0,32.0,36.0,33.0,59.0,1.6,1.0,2021,72.1,1.9,0.8
3686,2022-04-23,Away,L,1.0,5.0,MCI,0.5,3.6,27.0,WAT,73.0,19.0,32.0,22.0,22.0,1.0,32.0,77.0,74.0,58.8,1.6,1.1,2021,93.2,2.8,0.2
3705,2022-04-30,Home,L,1.0,2.0,BUR,1.0,1.6,47.0,WAT,53.0,19.0,33.0,22.0,22.0,17.0,33.0,31.0,28.0,58.8,1.7,1.1,2021,63.6,1.7,0.9
3734,2022-05-07,Away,L,0.0,1.0,CRY,0.4,2.2,33.0,WAT,67.0,19.0,34.0,22.0,22.0,12.0,34.0,41.0,38.0,57.9,1.6,1.1,2021,75.2,1.9,0.6
3750,2022-05-11,Home,D,0.0,0.0,EVE,0.3,0.7,48.0,WAT,52.0,19.0,36.0,23.0,22.0,16.0,35.0,36.0,32.0,56.6,1.6,1.1,2021,65.6,1.7,0.8
3759,2022-05-15,Home,L,1.0,5.0,LEI,1.4,2.5,41.0,WAT,59.0,19.0,36.0,23.0,23.0,10.0,35.0,45.0,45.0,55.4,1.6,1.2,2021,70.6,2.0,0.9
3798,2022-05-22,Away,L,1.0,2.0,CHE,0.6,2.2,29.0,WAT,71.0,19.0,37.0,23.0,23.0,3.0,37.0,71.0,70.0,55.3,1.6,1.2,2021,88.4,2.4,0.3
15,2017-08-12,Home,W,1.0,0.0,BOU,1.3,0.5,31.0,WBA,69.0,,,,,,,,,56.8,1.5,1.0,2017,57.7,1.7,1.1
24,2017-08-19,Away,W,1.0,0.0,BUR,0.9,1.3,34.0,WBA,66.0,8.0,1.0,3.0,,6.0,1.0,3.0,,57.5,1.5,0.9,2017,60.8,1.7,1.0
55,2017-08-27,Home,D,1.0,1.0,STK,0.8,1.3,43.0,WBA,57.0,3.0,2.0,6.0,3.0,14.0,2.0,3.0,0.0,56.8,1.4,1.0,2017,61.4,1.6,0.9
63,2017-09-09,Away,L,1.0,3.0,BHA,1.0,0.4,52.0,WBA,48.0,5.0,3.0,7.0,6.0,17.0,3.0,1.0,0.0,55.7,1.4,1.0,2017,48.2,1.2,1.1
85,2017-09-16,Home,D,0.0,0.0,WHU,0.7,0.3,37.0,WBA,63.0,9.0,4.0,7.0,7.0,18.0,4.0,3.0,0.0,55.6,1.4,1.0,2017,58.1,1.6,1.1
118,2017-09-25,Away,L,0.0,2.0,ARS,0.9,2.2,31.0,WBA,69.0,10.0,5.0,8.0,7.0,12.0,5.0,7.0,6.0,54.9,1.4,1.0,2017,78.2,2.4,0.8
132,2017-09-30,Home,D,2.0,2.0,WAT,1.9,1.4,35.0,WBA,65.0,12.0,6.0,8.0,8.0,6.0,6.0,11.0,8.0,54.3,1.4,1.0,2017,57.0,1.6,1.1
158,2017-10-16,Away,D,1.0,1.0,LEI,0.2,1.3,43.0,WBA,57.0,10.0,7.0,9.0,8.0,17.0,7.0,5.0,4.0,54.5,1.4,1.0,2017,61.4,1.7,1.0
